G;A;L;V
männlich;70 bis unter 75 Jahre;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;1412
männlich;70 bis unter 75 Jahre;Diabetes mellitus;1102
männlich;70 bis unter 75 Jahre;Psychische und Verhaltensstörungen;1117
männlich;70 bis unter 75 Jahre;Psychische und Verhaltensstörungen durch Alkohol;372
männlich;70 bis unter 75 Jahre;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;10
männlich;70 bis unter 75 Jahre;Krankheiten d. Nervensystems u. d. Sinnesorgane;1479
männlich;70 bis unter 75 Jahre;Meningitis;7
männlich;70 bis unter 75 Jahre;Krankheiten des Kreislaufsystems;12287
männlich;70 bis unter 75 Jahre;Hypertonie (Hochdruckkrankheit);821
männlich;70 bis unter 75 Jahre;Ischämische Herzkrankheiten;5837
männlich;70 bis unter 75 Jahre;Akuter oder rezidivierender Myokardinfarkt;2685
männlich;70 bis unter 75 Jahre;Sonstige Formen der Herzkrankheit;2037
männlich;70 bis unter 75 Jahre;Sonstige Krankheiten des Endokards;431
männlich;70 bis unter 75 Jahre;Zerebrovaskuläre Krankheiten;2016
männlich;70 bis unter 75 Jahre;Schlaganfall, nicht als Blutung oder Infarkt bez.;319
männlich;70 bis unter 75 Jahre;Krankheiten der Arterien, Arteriolen und Kapillare;617
männlich;70 bis unter 75 Jahre;Krankheiten des Atmungssystems;3926
männlich;70 bis unter 75 Jahre;Grippe;99
männlich;70 bis unter 75 Jahre;Pneumonie;652
männlich;70 bis unter 75 Jahre;Chronische Krankheiten der unteren Atemwege;2551
männlich;70 bis unter 75 Jahre;Asthma;29
männlich;70 bis unter 75 Jahre;Krankheiten des Verdauungssystems;2174
männlich;70 bis unter 75 Jahre;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;112
männlich;70 bis unter 75 Jahre;Krankheiten der Leber;1086
männlich;70 bis unter 75 Jahre;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;1009
männlich;70 bis unter 75 Jahre;Krankheiten der Haut und der Unterhaut;66
männlich;70 bis unter 75 Jahre;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;225
männlich;70 bis unter 75 Jahre;Chronische Polyarthritis und Arthrose;39
männlich;70 bis unter 75 Jahre;Krankheiten des Urogenitalsystems;758
männlich;70 bis unter 75 Jahre;Krankheiten der Niere;541
männlich;70 bis unter 75 Jahre;Schwangerschaft, Geburt und Wochenbett;0
männlich;70 bis unter 75 Jahre;Best.Zustände mit Ursprung in der Perinatalperiode;4
männlich;70 bis unter 75 Jahre;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;40
männlich;70 bis unter 75 Jahre;Angeborene Fehlbildungen des Nervensystems;2
männlich;70 bis unter 75 Jahre;Angeborene Fehlbildungen des Kreislaufsystems;13
männlich;70 bis unter 75 Jahre;Symptome und abnorme klinische und Laborbefunde;2176
männlich;70 bis unter 75 Jahre;Plötzlicher Kindstod;0
männlich;70 bis unter 75 Jahre;Sonst. ungenau bezeichnete u. unbek. Todesursachen;2094
männlich;70 bis unter 75 Jahre;Äußere Ursachen von Morbidität und Mortalität;1530
männlich;70 bis unter 75 Jahre;Unfälle einschließlich Spätfolgen;1022
männlich;70 bis unter 75 Jahre;Transportmittelunfälle;123
männlich;70 bis unter 75 Jahre;Stürze;504
männlich;70 bis unter 75 Jahre;Ertrinken und Untergehen;14
männlich;70 bis unter 75 Jahre;Exposition gegenüber Rauch, Feuer und Flammen;18
männlich;70 bis unter 75 Jahre;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);27
männlich;70 bis unter 75 Jahre;Vorsätzliche Selbstbeschädigung;413
männlich;70 bis unter 75 Jahre;Tätlicher Angriff;8
männlich;70 bis unter 75 Jahre;Ereignis, dessen nähere Umstände unbestimmt sind;84
männlich;75 bis unter 80 Jahre;Insgesamt;74024
männlich;75 bis unter 80 Jahre;Bestimmte infektiöse und parasitäre Krankheiten;1315
männlich;75 bis unter 80 Jahre;Tuberkulose einschließlich ihrer Folgezustände;29
männlich;75 bis unter 80 Jahre;Meningokokkeninfektion;1
männlich;75 bis unter 80 Jahre;Virushepatitis;37
männlich;75 bis unter 80 Jahre;HIV-Krankheit;16
männlich;75 bis unter 80 Jahre;Neubildungen;24123
männlich;75 bis unter 80 Jahre;Bösartige Neubildungen (BN);23416
männlich;75 bis unter 80 Jahre;BN der Lippe, der Mundhöhle und des Pharynx;480
männlich;75 bis unter 80 Jahre;BN des Ösophagus;727
männlich;75 bis unter 80 Jahre;BN des Magens;826
männlich;75 bis unter 80 Jahre;BN des Dickdarms;1576
männlich;75 bis unter 80 Jahre;BN des Rektums, des Anus und am Rektosigmoid;802
männlich;75 bis unter 80 Jahre;BN der Leber, der Gallenwege und des Pankreas;3360
männlich;75 bis unter 80 Jahre;BN der Leber und der intrahepatischen Gallengänge;1112
männlich;75 bis unter 80 Jahre;BN des Pankreas;1873
männlich;75 bis unter 80 Jahre;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;5479
männlich;75 bis unter 80 Jahre;BN der Bronchien und der Lunge;5265
männlich;75 bis unter 80 Jahre;Melanom und sonstige bösartige Neubild. der Haut;436
männlich;75 bis unter 80 Jahre;Bösartiges Melanom der Haut;330
männlich;75 bis unter 80 Jahre;BN der Brustdrüse;22
männlich;75 bis unter 80 Jahre;BN der Genital- und Harnorgane;5072
männlich;75 bis unter 80 Jahre;BN der Cervix uteri;0
männlich;75 bis unter 80 Jahre;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;0
männlich;75 bis unter 80 Jahre;BN des Ovars;0
männlich;75 bis unter 80 Jahre;BN der Prostata;3076
männlich;75 bis unter 80 Jahre;BN der Niere, ausgenommen Nierenbecken;620
männlich;75 bis unter 80 Jahre;BN der Harnblase;665
männlich;75 bis unter 80 Jahre;BN d. lymphat., blutbild. u. verwandten Gewebes;2342
männlich;75 bis unter 80 Jahre;Leukämie;984
männlich;75 bis unter 80 Jahre;Gutartige Neubildungen;53
männlich;75 bis unter 80 Jahre;Krankheiten des Blutes u. der blutbildenden Organe;246
männlich;75 bis unter 80 Jahre;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;2291
männlich;75 bis unter 80 Jahre;Diabetes mellitus;1816
männlich;75 bis unter 80 Jahre;Psychische und Verhaltensstörungen;2567
männlich;75 bis unter 80 Jahre;Psychische und Verhaltensstörungen durch Alkohol;321
männlich;75 bis unter 80 Jahre;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;3
männlich;75 bis unter 80 Jahre;Krankheiten d. Nervensystems u. d. Sinnesorgane;3327
männlich;75 bis unter 80 Jahre;Meningitis;7
männlich;75 bis unter 80 Jahre;Krankheiten des Kreislaufsystems;23003
männlich;75 bis unter 80 Jahre;Hypertonie (Hochdruckkrankheit);1712
männlich;75 bis unter 80 Jahre;Ischämische Herzkrankheiten;10311
männlich;75 bis unter 80 Jahre;Akuter oder rezidivierender Myokardinfarkt;4068
männlich;75 bis unter 80 Jahre;Sonstige Formen der Herzkrankheit;4082
männlich;75 bis unter 80 Jahre;Sonstige Krankheiten des Endokards;968
männlich;75 bis unter 80 Jahre;Zerebrovaskuläre Krankheiten;3974
männlich;75 bis unter 80 Jahre;Schlaganfall, nicht als Blutung oder Infarkt bez.;675
männlich;75 bis unter 80 Jahre;Krankheiten der Arterien, Arteriolen und Kapillare;1080
männlich;75 bis unter 80 Jahre;Krankheiten des Atmungssystems;6534
männlich;75 bis unter 80 Jahre;Grippe;147
männlich;75 bis unter 80 Jahre;Pneumonie;1462
männlich;75 bis unter 80 Jahre;Chronische Krankheiten der unteren Atemwege;3660
männlich;75 bis unter 80 Jahre;Asthma;50
männlich;75 bis unter 80 Jahre;Krankheiten des Verdauungssystems;3025
männlich;75 bis unter 80 Jahre;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;187
männlich;75 bis unter 80 Jahre;Krankheiten der Leber;1145
männlich;75 bis unter 80 Jahre;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;1011
männlich;75 bis unter 80 Jahre;Krankheiten der Haut und der Unterhaut;111
männlich;75 bis unter 80 Jahre;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;350
männlich;75 bis unter 80 Jahre;Chronische Polyarthritis und Arthrose;77
männlich;75 bis unter 80 Jahre;Krankheiten des Urogenitalsystems;1590
männlich;75 bis unter 80 Jahre;Krankheiten der Niere;1139
männlich;75 bis unter 80 Jahre;Schwangerschaft, Geburt und Wochenbett;0
männlich;75 bis unter 80 Jahre;Best.Zustände mit Ursprung in der Perinatalperiode;5
männlich;75 bis unter 80 Jahre;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;48
männlich;75 bis unter 80 Jahre;Angeborene Fehlbildungen des Nervensystems;0
männlich;75 bis unter 80 Jahre;Angeborene Fehlbildungen des Kreislaufsystems;23
männlich;75 bis unter 80 Jahre;Symptome und abnorme klinische und Laborbefunde;2742
männlich;75 bis unter 80 Jahre;Plötzlicher Kindstod;0
männlich;75 bis unter 80 Jahre;Sonst. ungenau bezeichnete u. unbek. Todesursachen;2588
männlich;75 bis unter 80 Jahre;Äußere Ursachen von Morbidität und Mortalität;2747
männlich;75 bis unter 80 Jahre;Unfälle einschließlich Spätfolgen;1930
männlich;75 bis unter 80 Jahre;Transportmittelunfälle;203
männlich;75 bis unter 80 Jahre;Stürze;1064
männlich;75 bis unter 80 Jahre;Ertrinken und Untergehen;23
männlich;75 bis unter 80 Jahre;Exposition gegenüber Rauch, Feuer und Flammen;28
männlich;75 bis unter 80 Jahre;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);27
männlich;75 bis unter 80 Jahre;Vorsätzliche Selbstbeschädigung;649
männlich;75 bis unter 80 Jahre;Tätlicher Angriff;3
männlich;75 bis unter 80 Jahre;Ereignis, dessen nähere Umstände unbestimmt sind;150
männlich;80 bis unter 85 Jahre;Insgesamt;92768
männlich;80 bis unter 85 Jahre;Bestimmte infektiöse und parasitäre Krankheiten;1721
männlich;80 bis unter 85 Jahre;Tuberkulose einschließlich ihrer Folgezustände;35
männlich;80 bis unter 85 Jahre;Meningokokkeninfektion;1
männlich;80 bis unter 85 Jahre;Virushepatitis;38
männlich;80 bis unter 85 Jahre;HIV-Krankheit;10
männlich;80 bis unter 85 Jahre;Neubildungen;24099
männlich;80 bis unter 85 Jahre;Bösartige Neubildungen (BN);23144
männlich;80 bis unter 85 Jahre;BN der Lippe, der Mundhöhle und des Pharynx;372
männlich;80 bis unter 85 Jahre;BN des Ösophagus;581
männlich;80 bis unter 85 Jahre;BN des Magens;924
männlich;80 bis unter 85 Jahre;BN des Dickdarms;1613
männlich;80 bis unter 85 Jahre;BN des Rektums, des Anus und am Rektosigmoid;864
männlich;80 bis unter 85 Jahre;BN der Leber, der Gallenwege und des Pankreas;3038
männlich;80 bis unter 85 Jahre;BN der Leber und der intrahepatischen Gallengänge;987
männlich;80 bis unter 85 Jahre;BN des Pankreas;1709
männlich;80 bis unter 85 Jahre;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;4441
männlich;80 bis unter 85 Jahre;BN der Bronchien und der Lunge;4279
männlich;80 bis unter 85 Jahre;Melanom und sonstige bösartige Neubild. der Haut;467
männlich;80 bis unter 85 Jahre;Bösartiges Melanom der Haut;349
männlich;80 bis unter 85 Jahre;BN der Brustdrüse;43
männlich;80 bis unter 85 Jahre;BN der Genital- und Harnorgane;6046
männlich;80 bis unter 85 Jahre;BN der Cervix uteri;0
männlich;80 bis unter 85 Jahre;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;0
männlich;80 bis unter 85 Jahre;BN des Ovars;0
männlich;80 bis unter 85 Jahre;BN der Prostata;3826
männlich;80 bis unter 85 Jahre;BN der Niere, ausgenommen Nierenbecken;671
männlich;80 bis unter 85 Jahre;BN der Harnblase;807
männlich;80 bis unter 85 Jahre;BN d. lymphat., blutbild. u. verwandten Gewebes;2443
männlich;80 bis unter 85 Jahre;Leukämie;1017
männlich;80 bis unter 85 Jahre;Gutartige Neubildungen;65
männlich;80 bis unter 85 Jahre;Krankheiten des Blutes u. der blutbildenden Organe;299
männlich;80 bis unter 85 Jahre;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;3207
männlich;80 bis unter 85 Jahre;Diabetes mellitus;2544
männlich;80 bis unter 85 Jahre;Psychische und Verhaltensstörungen;4747
männlich;80 bis unter 85 Jahre;Psychische und Verhaltensstörungen durch Alkohol;191
männlich;80 bis unter 85 Jahre;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;2
männlich;80 bis unter 85 Jahre;Krankheiten d. Nervensystems u. d. Sinnesorgane;4292
männlich;80 bis unter 85 Jahre;Meningitis;12
männlich;80 bis unter 85 Jahre;Krankheiten des Kreislaufsystems;33686
männlich;80 bis unter 85 Jahre;Hypertonie (Hochdruckkrankheit);2913
männlich;80 bis unter 85 Jahre;Ischämische Herzkrankheiten;14487
männlich;80 bis unter 85 Jahre;Akuter oder rezidivierender Myokardinfarkt;4854
männlich;80 bis unter 85 Jahre;Sonstige Formen der Herzkrankheit;6706
männlich;80 bis unter 85 Jahre;Sonstige Krankheiten des Endokards;1531
männlich;80 bis unter 85 Jahre;Zerebrovaskuläre Krankheiten;5593
männlich;80 bis unter 85 Jahre;Schlaganfall, nicht als Blutung oder Infarkt bez.;1033
männlich;80 bis unter 85 Jahre;Krankheiten der Arterien, Arteriolen und Kapillare;1291
männlich;80 bis unter 85 Jahre;Krankheiten des Atmungssystems;7886
männlich;80 bis unter 85 Jahre;Grippe;146
männlich;80 bis unter 85 Jahre;Pneumonie;2209
männlich;80 bis unter 85 Jahre;Chronische Krankheiten der unteren Atemwege;3838
männlich;80 bis unter 85 Jahre;Asthma;63
männlich;80 bis unter 85 Jahre;Krankheiten des Verdauungssystems;3388
männlich;80 bis unter 85 Jahre;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;222
männlich;80 bis unter 85 Jahre;Krankheiten der Leber;924
männlich;80 bis unter 85 Jahre;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;793
männlich;80 bis unter 85 Jahre;Krankheiten der Haut und der Unterhaut;159
männlich;80 bis unter 85 Jahre;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;468
männlich;80 bis unter 85 Jahre;Chronische Polyarthritis und Arthrose;113
männlich;80 bis unter 85 Jahre;Krankheiten des Urogenitalsystems;2663
männlich;80 bis unter 85 Jahre;Krankheiten der Niere;1914
männlich;80 bis unter 85 Jahre;Schwangerschaft, Geburt und Wochenbett;0
männlich;80 bis unter 85 Jahre;Best.Zustände mit Ursprung in der Perinatalperiode;2
männlich;80 bis unter 85 Jahre;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;39
männlich;80 bis unter 85 Jahre;Angeborene Fehlbildungen des Nervensystems;3
männlich;80 bis unter 85 Jahre;Angeborene Fehlbildungen des Kreislaufsystems;15
männlich;80 bis unter 85 Jahre;Symptome und abnorme klinische und Laborbefunde;2610
männlich;80 bis unter 85 Jahre;Plötzlicher Kindstod;0
männlich;80 bis unter 85 Jahre;Sonst. ungenau bezeichnete u. unbek. Todesursachen;2388
männlich;80 bis unter 85 Jahre;Äußere Ursachen von Morbidität und Mortalität;3502
männlich;80 bis unter 85 Jahre;Unfälle einschließlich Spätfolgen;2744
männlich;80 bis unter 85 Jahre;Transportmittelunfälle;221
männlich;80 bis unter 85 Jahre;Stürze;1744
männlich;80 bis unter 85 Jahre;Ertrinken und Untergehen;12
männlich;80 bis unter 85 Jahre;Exposition gegenüber Rauch, Feuer und Flammen;27
männlich;80 bis unter 85 Jahre;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);17
männlich;80 bis unter 85 Jahre;Vorsätzliche Selbstbeschädigung;578
männlich;80 bis unter 85 Jahre;Tätlicher Angriff;6
männlich;80 bis unter 85 Jahre;Ereignis, dessen nähere Umstände unbestimmt sind;168
männlich;85 Jahre und mehr;Insgesamt;125259
männlich;85 Jahre und mehr;Bestimmte infektiöse und parasitäre Krankheiten;2197
männlich;85 Jahre und mehr;Tuberkulose einschließlich ihrer Folgezustände;33
männlich;85 Jahre und mehr;Meningokokkeninfektion;0
männlich;85 Jahre und mehr;Virushepatitis;18
männlich;85 Jahre und mehr;HIV-Krankheit;2
männlich;85 Jahre und mehr;Neubildungen;21402
männlich;85 Jahre und mehr;Bösartige Neubildungen (BN);20150
männlich;85 Jahre und mehr;BN der Lippe, der Mundhöhle und des Pharynx;231
männlich;85 Jahre und mehr;BN des Ösophagus;353
männlich;85 Jahre und mehr;BN des Magens;804
männlich;85 Jahre und mehr;BN des Dickdarms;1698
männlich;85 Jahre und mehr;BN des Rektums, des Anus und am Rektosigmoid;651
männlich;85 Jahre und mehr;BN der Leber, der Gallenwege und des Pankreas;2023
männlich;85 Jahre und mehr;BN der Leber und der intrahepatischen Gallengänge;591
männlich;85 Jahre und mehr;BN des Pankreas;1157
männlich;85 Jahre und mehr;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;2649
männlich;85 Jahre und mehr;BN der Bronchien und der Lunge;2546
männlich;85 Jahre und mehr;Melanom und sonstige bösartige Neubild. der Haut;543
männlich;85 Jahre und mehr;Bösartiges Melanom der Haut;272
männlich;85 Jahre und mehr;BN der Brustdrüse;35
männlich;85 Jahre und mehr;BN der Genital- und Harnorgane;7182
männlich;85 Jahre und mehr;BN der Cervix uteri;0
männlich;85 Jahre und mehr;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;0
männlich;85 Jahre und mehr;BN des Ovars;0
männlich;85 Jahre und mehr;BN der Prostata;4561
männlich;85 Jahre und mehr;BN der Niere, ausgenommen Nierenbecken;593
männlich;85 Jahre und mehr;BN der Harnblase;1254
männlich;85 Jahre und mehr;BN d. lymphat., blutbild. u. verwandten Gewebes;1999
männlich;85 Jahre und mehr;Leukämie;891
männlich;85 Jahre und mehr;Gutartige Neubildungen;87
männlich;85 Jahre und mehr;Krankheiten des Blutes u. der blutbildenden Organe;539
männlich;85 Jahre und mehr;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;4451
männlich;85 Jahre und mehr;Diabetes mellitus;3275
männlich;85 Jahre und mehr;Psychische und Verhaltensstörungen;9279
männlich;85 Jahre und mehr;Psychische und Verhaltensstörungen durch Alkohol;98
männlich;85 Jahre und mehr;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;6
männlich;85 Jahre und mehr;Krankheiten d. Nervensystems u. d. Sinnesorgane;4365
männlich;85 Jahre und mehr;Meningitis;6
männlich;85 Jahre und mehr;Krankheiten des Kreislaufsystems;54588
männlich;85 Jahre und mehr;Hypertonie (Hochdruckkrankheit);6860
männlich;85 Jahre und mehr;Ischämische Herzkrankheiten;21417
männlich;85 Jahre und mehr;Akuter oder rezidivierender Myokardinfarkt;5804
männlich;85 Jahre und mehr;Sonstige Formen der Herzkrankheit;13094
männlich;85 Jahre und mehr;Sonstige Krankheiten des Endokards;2659
männlich;85 Jahre und mehr;Zerebrovaskuläre Krankheiten;7452
männlich;85 Jahre und mehr;Schlaganfall, nicht als Blutung oder Infarkt bez.;1685
männlich;85 Jahre und mehr;Krankheiten der Arterien, Arteriolen und Kapillare;1558
männlich;85 Jahre und mehr;Krankheiten des Atmungssystems;10436
männlich;85 Jahre und mehr;Grippe;245
männlich;85 Jahre und mehr;Pneumonie;3968
männlich;85 Jahre und mehr;Chronische Krankheiten der unteren Atemwege;4155
männlich;85 Jahre und mehr;Asthma;96
männlich;85 Jahre und mehr;Krankheiten des Verdauungssystems;3947
männlich;85 Jahre und mehr;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;327
männlich;85 Jahre und mehr;Krankheiten der Leber;546
männlich;85 Jahre und mehr;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;430
männlich;85 Jahre und mehr;Krankheiten der Haut und der Unterhaut;210
männlich;85 Jahre und mehr;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;513
männlich;85 Jahre und mehr;Chronische Polyarthritis und Arthrose;133
männlich;85 Jahre und mehr;Krankheiten des Urogenitalsystems;4876
männlich;85 Jahre und mehr;Krankheiten der Niere;3615
männlich;85 Jahre und mehr;Schwangerschaft, Geburt und Wochenbett;0
männlich;85 Jahre und mehr;Best.Zustände mit Ursprung in der Perinatalperiode;1
männlich;85 Jahre und mehr;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;42
männlich;85 Jahre und mehr;Angeborene Fehlbildungen des Nervensystems;1
männlich;85 Jahre und mehr;Angeborene Fehlbildungen des Kreislaufsystems;15
männlich;85 Jahre und mehr;Symptome und abnorme klinische und Laborbefunde;3033
männlich;85 Jahre und mehr;Plötzlicher Kindstod;0
männlich;85 Jahre und mehr;Sonst. ungenau bezeichnete u. unbek. Todesursachen;2325
männlich;85 Jahre und mehr;Äußere Ursachen von Morbidität und Mortalität;5380
männlich;85 Jahre und mehr;Unfälle einschließlich Spätfolgen;4549
männlich;85 Jahre und mehr;Transportmittelunfälle;124
männlich;85 Jahre und mehr;Stürze;3285
männlich;85 Jahre und mehr;Ertrinken und Untergehen;19
